Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,17/08/2023,PROJECT Mandays HMRC,CSG Transformation,DWP,5100030248,"70,851.41",PROJECT Mandays HMRC,FY5 3TA,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100030260,"46,980.00",IT Contractors,AL1 5HE,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CGI IT UK LTD,5100030265,"57,681.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT,5100030268,"23,478.00",IT Contractors,W2 6BD,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,CFO Shared Services,CGI IT UK LTD,5100030269,"38,158.20",Strategic Consultancy Services,CF31 9AP,,,,
HMRC,HMRC,17/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100030272,"161,806.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,17/08/2023,PROJECT Mandays Supp,HMRC Security,CAPGEMINI,5100030273,"72,399.83",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,18/08/2023,SW Lic Sup mngd Serv,CDIO - Core,NUANCE COMMUNICATIONS IRELAND LTD,5100028770,"100,050.00",SW Lic Sup mngd Serv,D02 F721,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100030284,"565,246.41",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100030288,"23,999.99",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CGI IT UK LTD,5100030290,"23,294.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,18/08/2023,Employee education,HR,CSL - KPMG LLP,5100030292,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,18/08/2023,Employee education,HR,CSL - KPMG LLP,5100030293,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,18/08/2023,Employee education,HR,CSL - KPMG LLP,5100030294,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,18/08/2023,Consultancy � IT,Transformation DG & Programme Office,COGNIZANT,5100030304,"39,110.00",Milestone 5 - July 23 - NPSWM TFC ,W2 6BD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,CDIO - Core,EQUAL EXPERTS UK LTD,5100030309,"127,901.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,HMRC Security,CAPGEMINI,5100030325,"35,216.46",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ACCENTURE (UK) LTD,5100030330,"50,014.20",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ATOS IT SERVICES UK LTD,5100030340,"35,503.67",IT Contractors,WC1V 6EA,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100030346,"29,808.80",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,COGNIZANT,5100030353,"139,040.00",IT Contractors,W2 6BD,,,,
HMRC,HMRC,18/08/2023,Contin Labor Build,B&T Border Change Delivery,COGNIZANT,5100030355,"322,840.00",Contin Labor Build,W2 6BD,,,,
HMRC,HMRC,18/08/2023,Research (VAT rec),Knowledge Analysis & Intelligence,IPSOS (market research) Ltd,5100030357,"27,850.00",Research Services ,SE1 1PY,,,,
HMRC,HMRC,18/08/2023,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100030361,"389,707.03",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,18/08/2023,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100030364,"6,454,466.59",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ATOS IT SERVICES UK LTD,5100030367,"32,386.16",Project Development Mandays for McCloud Compensation,WC1V 6EA,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays HMRC,CDIO Transformation Programmes,DELOITTE LLP (L),5100030368,"574,748.39",PROJECT Mandays HMRC,MK9 1FD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,CDIO - Core,ATKINS LTD,5100030502,"37,799.99",PROJECT Mandays Supp,KT18 5BW,,,,
HMRC,HMRC,18/08/2023,Project support,CDIO - Core,People for Research Ltd,5100030519,"-1,476.00",Project support,BS1 4HG,,,,
HMRC,HMRC,18/08/2023,Project support,CDIO - Core,People for Research Ltd,5100030519,"27,476.40",Project support,BS1 4HG,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT,5100030523,"80,803.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ATOS IT SERVICES UK LTD,5100030557,"23,070.05",IT Contractors,WC1V 6EA,,,,
HMRC,HMRC,18/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,CGI IT UK LTD,5100030563,"44,924.63",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,21/08/2023,Tribunal appellant costs,Solicitor's Office & Legal Services,Burlington Loan Management DAC,1900272904,"184,509.00",Costs awarded against department,EC2Y 9SS,,,,
HMRC,HMRC,21/08/2023,Cons COS 52 (Ir VAT),Operational Excellence & Output Mgmt,McKINSEY & COMPANY,5100030568,"178,806.24",Consultancy,WC1A 1PB,,,,
HMRC,HMRC,21/08/2023,Employee education,HR,CSL - KPMG LLP,5100030572,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,21/08/2023,Contin Labor Build,PDC Customer Strategy & Tax Design,EQUAL EXPERTS UK LTD,5100030586,"35,822.25",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100030591,"34,650.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,21/08/2023,Contin Labor Build,Transformation Making Tax Digital,EQUAL EXPERTS UK LTD,5100030596,"29,847.00",PROJECT Mandays HMRC,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,CAPGEMINI,5100030598,"53,989.23",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,21/08/2023,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100030602,"1,813,131.60",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,21/08/2023,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100030603,"604,377.60",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,21/08/2023,Projects VAT irrec,Programme and Operational Delivery,FUJITSU SERVICES LTD,5100030604,"459,666.00",Projects VAT irrec,WA3 6GD,,,,
HMRC,HMRC,21/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100030607,"326,970.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,21/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100030608,"23,499.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,21/08/2023,Employee education,HR,CSL - KPMG LLP,5100030672,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,21/08/2023,Employee education,HR,CSL - KPMG LLP,5100030673,"22,720.00",Employee education,E14 5GL,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100030739,"57,681.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO - Core,CGI IT UK LTD,5100030741,"86,382.35",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030784,"25,108.50",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030791,"123,968.75",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,Contin Labor Build,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030793,"434,755.00",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030794,"89,485.63",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,Fast Strm VAT Exmpt,Transformation HMRC Change Portfolio,CABINET OFFICE,5100030795,"278,593.00",Fast Strm VAT Exmpt,FY1 9JN,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030797,"117,859.38",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,Fast Strm VAT Exmpt,Transformation HMRC Change Portfolio,CABINET OFFICE,5100030798,"287,812.00",Fast Strm VAT Exmpt,FY1 9JN,,,,
HMRC,HMRC,21/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030799,"62,664.06",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,21/08/2023,Contin Labor Build,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030801,"24,838.25",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,22/08/2023,Project Development,CDIO - Core,ESYNERGY SOLUTIONS LTD,1900274896,"350,672.50",Project Development,EC3M 3JY,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030800,"49,148.44",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,22/08/2023,Contin Labor Build,CDIO - Core,EQUAL EXPERTS UK LTD,5100030804,"74,516.00",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ATOS IT SERVICES UK LTD,5100030813,"64,245.00",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays HMRC,CDIO - Core,CAPGEMINI,5100030822,"43,702.68",PROJECT Mandays HMRC,TF3 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,CDIO - Core,ACCENTURE (UK) LTD,5100030834,"22,188.00",PROJECT Mandays Supp,EC3M 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays HMRC,CDIO - Core,VERSION 1 SOLUTIONS LTD,5100030850,"33,411.96",PROJECT Mandays HMRC,B97 4DL,,,,
HMRC,HMRC,22/08/2023,Contin Labor Build,CDIO Transformation Programmes,EQUAL EXPERTS UK LTD,5100030852,"152,801.46",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Border Service Data and Design,ACCENTURE (UK) LTD,5100030854,"276,271.74",Contingent Labour ,EC3M 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ATOS IT SERVICES UK LTD,5100030856,"87,107.54",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,22/08/2023,Facilities Mngmnt,Programme and Operational Delivery,Wates Property Services Ltd,5100030858,"110,354.61",Inland Border Facility - Running Costs,EN1 3XA,,,,
HMRC,HMRC,22/08/2023,Cons ad imp (Ir VAT),CDIO Transformation Programmes,Baringa Partners LLP,5100030861,"29,070.00",Cons ad imp (Ir VAT),SW1E 6AJ,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CAPGEMINI,5100030866,"21,464.31",Project Development Mandays for Digitalisation of Relief at Source ,TF3 3BD,,,,
HMRC,HMRC,22/08/2023,Business Rates,Programme and Operational Delivery,ASHFORD BOROUGH COUNCIL,5100030867,"1,288,584.77",Inland Border Facility - Running Costs,TN23 1PL,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ARISTI LTD,5100030869,"24,082.50",PROJECT Mandays Supp,B31 2TS,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100030870,"47,412.50",IT Contractors,AL1 5HE,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT,5100030871,"141,795.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays HMRC,Commercial Directorate,Baringa Partners LLP,5100030948,"377,654.86",PROJECT Mandays HMRC,SW1E 6AJ,,,,
HMRC,HMRC,22/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100030976,"28,050.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/08/2023,Legal Ser. (ZR VAT),CFO Transformation Programmes,GOVERNMENT PROPERTY AGENCY,5100030978,"45,378.00",Glasgow Regional Centre. Professional Services - Property Services. July 23,SW1H 0NN,,,,
HMRC,HMRC,22/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100030979,"34,650.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/08/2023,Contin Labor Run,HMRC Security,BSI CYBERSECURITY AND INFORMATION,5100030980,"26,400.00",Contin Labor Run,MK5 8PP,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CGI IT UK LTD,5100030999,"22,739.63",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100031001,"28,622.51",PROJECT Mandays Supp,E1 8EE,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100031004,"56,841.16",PROJECT Mandays Supp,E1 8EE,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,EQUAL EXPERTS UK LTD,5100031012,"113,736.24",IT Contractors,AL1 5HE,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT,5100031018,"39,540.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,COGNIZANT,5100031019,"51,130.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,ATOS IT SERVICES UK LTD,5100031021,"56,222.03",IT Contractors,WC1V 6EA,,,,
HMRC,HMRC,22/08/2023,Contin Labor Build,CDIO - Core,EQUAL EXPERTS UK LTD,5100031023,"23,002.00",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100031027,"39,302.23",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100031028,"51,621.66",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100031028,"51,621.66",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100031028,"68,828.88",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031028,"68,828.89",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,22/08/2023,PROJECT Mandays Supp,Programme and Operational Delivery,CAPGEMINI,5100031028,"103,243.33",IT Contractors,TF3 3BD,,,,
HMRC,HMRC,23/08/2023,Project Development,CDIO - Core,EQUAL EXPERTS UK LTD,1900278135,"678,845.50",Project Development,AL1 5HE,,,,
HMRC,HMRC,23/08/2023,Project Development,CDIO - Core,EQUAL EXPERTS UK LTD,1900278136,"569,985.00",Project Development,AL1 5HE,,,,
HMRC,HMRC,23/08/2023,Project Development,CDIO - Core,OPENCAST SOFTWARE EUROPE LTD,1900278138,"742,877.50",Project Development,NE6 1AB,,,,
HMRC,HMRC,23/08/2023,Courier Services,Estates,Royal Mail Group Ltd,1900278163,"40,530.29",Courier Services,S49 1HQ,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,CDIO - Core,BRITISH TELECOMMUNICATIONS PLC,5100031036,"108,844.28",PROJECT Mandays Supp,E1 8EE,,,,
HMRC,HMRC,23/08/2023,Employee education,CDIO - Core,CSL - KPMG LLP,5100031045,"32,038.49",Employee education,E14 5GL,,,,
HMRC,HMRC,23/08/2023,Contin Labor Build,Programme and Operational Delivery,COGNIZANT,5100031049,"170,302.49",IT Contractors,W2 6BD,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CGI IT UK LTD,5100031054,"23,294.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031064,"35,639.66",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031067,"592,102.70",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,Border Service Data and Design,AVANADE UK LTD,5100031069,"95,700.00",Umbraco developer for GDS assessment project,EC4M 6XH,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031079,"260,416.10",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031080,"387,609.08",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031081,"138,504.68",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031087,"245,448.39",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100031089,"177,362.83",PROJECT Mandays Supp,AL1 5HE,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,Solicitor's Office & Legal Services,COGNIZANT,5100031090,"72,273.00",Software License Fee,W2 6BD,,,,
HMRC,HMRC,23/08/2023,Contin Labor Build,Transformation DG & Programme Office,EQUAL EXPERTS UK LTD,5100031092,"23,593.67",Contin Labor Build,AL1 5HE,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CGI IT UK LTD,5100031102,"22,185.00",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CGI IT UK LTD,5100031103,"24,403.50",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CGI IT UK LTD,5100031104,"23,294.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,23/08/2023,SW Lic Sup Off shlf,Government Banking and Payments,Bottomline Technologies,5100031270,"72,004.20",Swift Service Bureau charges,GU51 2QJ,,,,
HMRC,HMRC,23/08/2023,GovDept Serv(VAT Ex),Risk & Intelligence,FOREIGN COMMONWEALTH & DEVELOPMENT,5100031273,"29,342.41",GovDept Serv(VAT Ex),G75 8EA,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,Transformation DG & Programme Office,COGNIZANT,5100031295,"70,293.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,Transformation DG & Programme Office,COGNIZANT,5100031297,"115,174.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,Transformation DG & Programme Office,COGNIZANT,5100031298,"86,468.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,Transformation DG & Programme Office,COGNIZANT,5100031299,"22,775.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,23/08/2023,CS Government Recrut,CFO Shared Services,CABINET OFFICE,5100031303,"797,082.36",CS Government Recrut,FY1 9JN,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,Business Assets & International Policy,COGNIZANT,5100031307,"75,692.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,CDIO - Core,COGNIZANT,5100031309,"21,619.00",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,CCG Transformation Programmes,COGNIZANT,5100031312,"136,175.25",Consultancy � IT,W2 6BD,,,,
HMRC,HMRC,23/08/2023,Consultancy � IT,Fraud Investigation Service,Amazon Web Services UK,5100031314,"75,230.00",Consultancy � IT,EC2A 2FA,,,,
HMRC,HMRC,23/08/2023,PROJECT Mandays Supp,Knowledge Analysis & Intelligence,EQUAL EXPERTS UK LTD,5100031319,"73,602.00",Technical support provided by Equal Experts UK. This is for work done for various KAI IT projects,AL1 5HE,,,,
HMRC,HMRC,24/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900278397,"46,151.75",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,24/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900278402,"3,539,904.02",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,24/08/2023,Virtual Hosting and Infrastructure,CDIO - Core,Amazon Web Services UK,1900278403,"125,418.38",Virtual Hosting and Infrastructure,EC2A 2FA,,,,
HMRC,HMRC,24/08/2023,Scanning Services,Operational Excellence & Output Mgmt,RESTORE DIGITAL LTD,1900278420,"508,733.89",Scanning Services,WV14 0UJ,,,,
HMRC,HMRC,24/08/2023,Soft FM Services,Estates,SODEXO LTD,5100031188,"10,525.73",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,24/08/2023,Soft FM Services,Estates,SODEXO LTD,5100031188,"64,658.07",Soft FM Services,M50 2UE,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,ATOS IT SERVICES UK LTD,5100031345,"30,668.62",Test Management May - Sep,WC1V 6EA,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,CDIO - Core,ATOS IT SERVICES UK LTD,5100031347,"23,949.78",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ATOS IT SERVICES UK LTD,5100031349,"1,058,025.26",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ATOS IT SERVICES UK LTD,5100031353,"757,714.28",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,ATOS IT SERVICES UK LTD,5100031355,"76,721.25",PROJECT Mandays Supp,WC1V 6EA,,,,
HMRC,HMRC,24/08/2023,Mail/pickup/del serv,Operational Excellence & Output Mgmt,Whistl Ltd,5100031358,"66,114.13",Mail/pickup/del serv,SL7 1TB,,,,
HMRC,HMRC,24/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100031366,"36,056.78",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,24/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100031366,"221,491.68",Soft FM Services,IP28 6LG,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,Transformation Making Tax Digital,ATOS IT SERVICES UK LTD,5100031369,"47,462.20",PROJECT Mandays HMRC,WC1V 6EA,,,,
HMRC,HMRC,24/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100031371,"5,147.91",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,24/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100031371,"31,622.87",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT,5100031372,"41,346.00",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,24/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100031374,"16,388.29",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,24/08/2023,Facilities Mngmnt,Estates,SERVEST GROUP LTD,5100031374,"100,670.90",Facilities Mngmnt,IP28 6LG,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,COGNIZANT,5100031384,"32,690.82",PROJECT Mandays Supp,W2 6BD,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031387,"57,200.63",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100031388,"67,833.43",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,CDIO - Core,CAPGEMINI,5100031390,"87,170.49",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays HMRC,Knowledge Analysis & Intelligence,ATOS IT SERVICES UK LTD,5100031393,"35,565.12",Technical support and testing provided by ATOS Services LTD. This is for work done for KAI IT projects,WC1V 6EA,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,Transformation DG & Programme Office,CGI IT UK LTD,5100031396,"23,294.25",PROJECT Mandays Supp,CF31 9AP,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays Supp,B&T Border Change Delivery,CAPGEMINI,5100031400,"257,145.81",PROJECT Mandays Supp,TF3 3BD,,,,
HMRC,HMRC,24/08/2023,SW Lic Sup mngd Serv,Operational Excellence & Output Mgmt,IMIMOBILE EUROPE LTD,5100031516,"5,699.28",SW Lic Sup mngd Serv,EC1M 4BH,,,,
HMRC,HMRC,24/08/2023,Landline call chrges,Operational Excellence & Output Mgmt,IMIMOBILE EUROPE LTD,5100031516,"41,363.28",Landline call chrges,EC1M 4BH,,,,
HMRC,HMRC,24/08/2023,Security printing,Indirect Tax Directorate,COMMUNISIS UK LTD,5100031535,"57,274.31",Security printing,LS15 8AH,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100031542,"57,840.00",PROJECT Mandays HMRC,EC1N 2TD,,,,
HMRC,HMRC,24/08/2023,PROJECT Mandays HMRC,CDIO Transformation Programmes,North Highland UK Limited,5100031543,"855,727.20",PROJECT Mandays HMRC,EC1N 2TD,,,,
